Comparing "summit_gnu_cmake_512node_6ppn_6gpn_box-s2v96w128x1120y32z48_s2v4w64x1y1z6_bk1_cuth-pop-20200624-ht2/20200803_161319/stdout.txt.xz" and "summit_gnu_gmake_512node_42ppn_0gpn_box-s2v96w128x1120y32z48_s2v4w64x7y1z6_bk0_master-202006pop-ht2/20200803_160710/stdout.txt.xz"
Name                             # Calls             Time              % t_loop       % parent    
                ex_gen                 0       8      0.00     0.02      0.0     0.0    0.0 100.0
            calc_df1                   4       4      0.25     0.25      0.3     0.1    3.0  28.3
              ex_v                     4       4      0.23     0.10      0.3     0.0   90.9  41.4
                ex_gen                 0       8      0.00     0.10      0.0     0.0    0.0 100.0
              ex_z                     8       0      0.02     0.00      0.0     0.0    7.1   0.0
              exz                      0       8      0.00     0.08      0.0     0.0    0.0  31.7
                ex_gen                 0       8      0.00     0.07      0.0     0.0    0.0  89.9
            ccdens                     4       4      7.67     0.22     10.2     0.1   90.2  24.9
              calc_moments             0       4      0.00     0.09      0.0     0.0    0.0  38.8
              sum_vwsp                 4       4      7.59     0.13     10.1     0.0   98.9  60.3
            f_to_GPU                   4       0      0.00     0.00      0.0     0.0    0.0   0.0
            fldsolve                   4       4      0.12     0.23      0.2     0.1    1.4  26.2
              fldgathi                 8       0      0.00     0.00      0.0     0.0    2.5   0.0
              fldgathw                 4       0      0.10     0.00      0.1     0.0   87.4   0.0
            h_from_f                   4       4      0.06     0.12      0.1     0.0    0.7  13.5
              exz                      0       8      0.00     0.00      0.0     0.0    0.0   1.7
                ex_gen                 0       8      0.00     0.00      0.0     0.0    0.0  50.0
          eRK_stage_1                  1       0      2.44     0.00      3.2     0.0   11.1   0.0
          eRK_stage_2                  1       0     14.16     0.00     18.8     0.0   64.5   0.0
          eRK_stage_3                  1       0      5.16     0.00      6.9     0.0   23.5   0.0
          eRK_stage_4                  1       0      0.21     0.00      0.3     0.0    1.0   0.0
          f_to_GPU                     4       0      0.00     0.00      0.0     0.0    0.0   0.0
          g_to_GPU                     8       0      0.00     0.00      0.0     0.0    0.0   0.0
          h_to_GPU                     4       0      0.06     0.00      0.1     0.0    0.3   0.0
          rhs_to_GPU                   4       0      0.00     0.00      0.0     0.0    0.0   0.0
          rkupd                        3       0      2.13     0.00      2.8     0.0    9.7   0.0
      ts2to5                           4       4      4.42    11.15      5.9     3.9    5.9   3.9
        RK_standard                    4       4      4.42    11.15      5.9     3.9  100.0 100.0
          CalFRhs0                    16      16      3.20     6.96      4.2     2.4   72.4  62.4
            add_nl                    16     768      3.00     3.92      4.0     1.4   93.8  56.3
              calc_nl                 16     768      0.33     3.77      0.4     1.3   11.0  96.2
                mult_pre               0     768      0.00     0.10      0.0     0.0    0.0   2.8
                omultmax               0    1536      0.00     0.05      0.0     0.0    0.0   1.3
            dApardt                   16     768      0.00     0.00      0.0     0.0    0.0   0.0
            dchidxy                   16     768      0.04     0.42      0.0     0.1    1.1   6.0
            dfdxy_h                   16     768      0.01     0.40      0.0     0.1    0.4   5.7
            dgdxy                     16     768      0.07     0.50      0.1     0.2    2.1   7.1
            dzv_ak                    16     768      0.03     0.84      0.0     0.3    0.9  12.1
            fdi_fld                   16     768      0.00     0.00      0.0     0.0    0.0   0.0
            fdi_g                     16     768      0.00     0.00      0.0     0.0    0.0   0.0
            fdi_h                     16     768      0.00     0.00      0.0     0.0    0.0   0.0
            ffld_nl                   16     768      0.00     0.00      0.0     0.0    0.0   0.0
            fg_nl                     16     768      0.00     0.00      0.0     0.0    0.0   0.0
            hypz_cmp                  16     768      0.01     0.30      0.0     0.1    0.4   4.3
            kBuffer                   16     768      0.01     0.07      0.0     0.0    0.4   1.0
            pfld_nl                   16     768      0.00     0.00      0.0     0.0    0.0   0.0
            pr_fld                    16      16      0.00     0.00      0.0     0.0    0.0   0.0
            pr_g                      16      16      0.00     0.00      0.0     0.0    0.0   0.0
            pr_hf                     16      16      0.00     0.00      0.0     0.0    0.0   0.0
            prdi_fld                  16     768      0.01     0.22      0.0     0.1    0.4   3.1
              ex_x                    16     768      0.00     0.04      0.0     0.0    0.0  19.9
                ex_gen                16     768      0.00     0.04      0.0     0.0    0.0 100.0
            prdi_g                    16     768      0.01     0.14      0.0     0.1    0.4   2.1
              blex_g                  16     768      0.01     0.14      0.0     0.1  100.0 100.0
                ex_x                  16     768      0.00     0.04      0.0     0.0    0.0  25.7
                  ex_gen              16     768      0.00     0.04      0.0     0.0    0.0 100.0
            prdi_h                    16     768      0.01     0.14      0.0     0.1    0.4   2.1
              blex_g                  16     768      0.01     0.14      0.0     0.1  100.0 100.0
                ex_x                  16     768      0.00     0.04      0.0     0.0    0.0  25.5
                  ex_gen              16     768      0.00     0.04      0.0     0.0    0.0 100.0
            prg_nl                    16     768      0.00     0.00      0.0     0.0    0.0   0.0
          add_ks                      16       0      0.01     0.00      0.0     0.0    0.3   0.0
          calcaux                     16      16      1.18     3.64      1.6     1.3   26.6  32.7
            bar_emf                   16      16      0.06     0.24      0.1     0.1    5.1   6.5
              ex_z                    16       0      0.05     0.00      0.1     0.0   88.3   0.0
              exz                      0      32      0.00     0.08      0.0     0.0    0.0  32.4
                ex_gen                 0      32      0.00     0.08      0.0     0.0    0.0  98.7
            calc_df1                  16      16      0.54     1.00      0.7     0.3   45.6  27.5
              ex_v                    16      16      0.43     0.41      0.6     0.1   80.6  41.5
                ex_gen                 0      32      0.00     0.41      0.0     0.1    0.0 100.0
              ex_z                    32       0      0.09     0.00      0.1     0.0   17.0   0.0
              exz                      0      32      0.00     0.32      0.0     0.1    0.0  31.9
                ex_gen                 0      32      0.00     0.29      0.0     0.1    0.0  90.6
            ccdens                    16      16      0.42     1.01      0.6     0.4   35.6  27.8
              calc_moments             0      16      0.00     0.34      0.0     0.1    0.0  33.2
              sum_vwsp                16      16      0.40     0.67      0.5     0.2   94.7  66.2
            f_to_GPU                  16       0      0.00     0.00      0.0     0.0    0.3   0.0
            fldsolve                  16      16      0.13     0.92      0.2     0.3   11.1  25.1
              fldgathi                32       0      0.00     0.00      0.0     0.0    3.1   0.0
              fldgathw                16       0      0.09     0.00      0.1     0.0   66.9   0.0
            h_from_f                  16      16      0.02     0.47      0.0     0.2    2.0  13.0
              exz                      0      32      0.00     0.01      0.0     0.0    0.0   1.3
                ex_gen                 0      32      0.00     0.01      0.0     0.0    0.0  83.3
          eRK_stage_1                  4       0      3.18     0.00      4.2     0.0   72.1   0.0
          eRK_stage_2                  4       0      0.40     0.00      0.5     0.0    8.9   0.0
          eRK_stage_3                  4       0      0.42     0.00      0.6     0.0    9.6   0.0
          eRK_stage_4                  4       0      0.41     0.00      0.5     0.0    9.3   0.0
          f_to_GPU                    16       0      0.00     0.00      0.0     0.0    0.1   0.0
          g_to_GPU                    32       0      0.00     0.00      0.0     0.0    0.1   0.0
          h_to_GPU                    16       0      0.00     0.00      0.0     0.0    0.1   0.0
          rhs_to_GPU                  16       0      0.00     0.00      0.0     0.0    0.1   0.0
          rkupd                       12       0      0.01     0.00      0.0     0.0    0.3   0.0
    timeloop                           1       1     75.28   286.98    100.0   100.0    9.1  14.1
Comparing:  cuth-pop-20200624-ht2:512 master-202006pop-ht2:512
== ts1   ==
           : -ht2:512       -ht2:512
ts_avg     :    0.753    2.870 (0.3)
RK_standard:   21.964    2.762 (8.0)
CalFRhs0   :   11.272    1.746 (6.5)
calcaux    :    8.501    0.880 (9.7)

== ts2to5 ==
           : -ht2:512       -ht2:512
ts_avg     :    0.753    2.870 (0.3)
RK_standard:    4.417   11.150 (0.4)
CalFRhs0   :    3.197    6.961 (0.5)
calcaux    :    1.176    3.641 (0.3)

== ts6+  ==
           : -ht2:512       -ht2:512
ts_avg     :    0.753    2.870 (0.3)
RK_standard:   43.002  264.635 (0.2)
CalFRhs0   :   12.850  165.483 (0.1)
calcaux    :   29.100   86.411 (0.3)
